Labels,Text,Text_Tag,Label_Text
1,"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide.",jobs,False
1,Says Hillary Clinton is proposing destroying Medicare for seniors.,"health-care,medicare",False
1,On supporting winner of Democratic primary with her superdelegate vote.,"elections,states",False
1,A bill to advance the Keystone XL Pipeline is an earmark under House rules.,"climate-change,congressional-rules,environment,federal-budget,infrastructure",False
1,Florida is the first state requiring drug testing to receive welfare!,"drugs,poverty",False
1,Says Hillary Clinton wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than theyre paying now.,"small-business,taxes",False
1,"A lot of people who go into prison straight, and when they come out theyre gay.","criminal-justice,sexuality",False
5,"SaysGOP U.S. Senate candidate Darryl Glenn wants to eliminate the Department of Education and jeopardize college fundingfor 320,000 Coloradans.",education,True
1,The president of the United States will be taking a trip over to India that is expected to cost the taxpayers $200 million a day.,foreign-policy,False
5,White people control almost 90 percent of the nations wealth.,"income,population,wealth",True
1,200 consumer laws were destroyed in 2011 when Gov. Scott Walker signed Act 92.,"consumer-safety,legal-issues",False
1,"Says that in 2007, Oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data.","children,public-health",False
1,Says Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact.,"congress,foreign-policy",False
1,"Muslims attempted to establish the first Islamic Sharia court inside the United States in the town of Irving, Texas.","legal-issues,religion",False
1,"Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.","military,pundits",False
1,On the Cuba embargo.,"congress,florida,foreign-policy,trade",False
1,Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students.,"debt,education,federal-budget,taxes",False
1,Says Wisconsin Manufacturers Commerces own 2014 survey revealed that just 15 percent of business executive respondents were in favor of Right-To-Work legislation.,"labor,workers",False
1,"When it comes to protesters in Madison, almost all are now from outside of Wisconsin.","labor,state-budget",False
5,Says Democratic runoff opponent Grady Yarbrough twice previously ran statewide as a Republican.,"bipartisanship,candidates-biography",True
5,The estimated savings of this (debt ceiling) deal only pay for half of the cost of extending all of the Bush-era tax cuts for another decade.,"deficit,federal-budget",True
1,"Rural schools enroll 40 percent of American children, but receive only 22 percent of federal education funding.",education,False
1,On repealing the 17th Amendment,"debates,elections,states",False
5,Twenty-two million jobs were created during Clintons two terms but only 3 million during Bushs.,"bush-administration,economy",True
5,A government shutdown could disrupt ... veterans benefits.,"federal-budget,government-efficiency,military,veterans",True
5,"A family of four can make up to $88,000 a year and still get a subsidy for health insurance under the new federal health care law.",health-care,True
5,Says state workers have not had across-the-board raises in six years.,state-budget,True
5,"When I was in college, we used to take a popcorn popper . . . and we would fry squirrel.",candidates-biography,True
5,"Ronald Reagan raised taxes in 1982, 1984, 1985, 1986 and 1987.","deficit,taxes",True
5,"Says Sen. Rand Paul, R-Ky., has stated that supporting the right to health care ... means you believe in slavery.",health-care,True
5,Pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a pre-existing condition.,health-care,True
5,"If youre earning under $100,000 a year and you commute to New York every day you pay more to the Port Authority in tolls than you pay to the state of New Jersey in income tax.","income,taxes,transportation",True
5,"There are 850,000 Ohio jobs tied to the auto industry.","economy,elections,jobs",True
1,"Governor Christie also remains the only Governor since World War II, among both Democrats and Republicans, who failed to have his party win control of at least one legislative body over the course of his term.",elections,False
1,Sixty-percent of the state retirees...dont get Social Security.,"corrections-and-updates,labor,public-service,retirement,social-security,state-finances,workers",False
5,"If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.",crime,True
1,Tampa mayoral opponent Bob Buckhorn supported forcing police officers to keep their guns locked in the trunks of their cruisers.,candidates-biography,False
1,Millions could lose their health care coverage and be forced into a government pool under the new health care law.,health-care,False
5,"A Texas police department bought an ad telling drug dealers, We can take your competition off the streets for FREE.","crime,criminal-justice,drugs,legal-issues",True
1,Only a few months ago the FBI arrested three Broward County Commissioners for accepting millions of dollars in trade for illegal favors.,crime,False
5,"State law says that once the state appraises a piece of property, they can only pay it a certain amount above appraisal.","city-government,corrections-and-updates,sports",True
5,Measles is one of the most common causes of child blindness worldwide.,"health-care,public-health",True
5,"When oil and gas prices sent state revenues up, Palin sent ""a large share of that revenue directly back to the people of Alaska.""",taxes,True
1,Portland Community College serves more students than all of the states universities combined.,education,False
5,"When the United States invaded Iraq, Saddam Hussein wanted to acquire weapons of mass destruction, and ""he said so himself after his capture.""",iraq,True
1,On disaster aid offsets,"deficit,federal-budget,weather",False
1,"Sarah Palin ""has more experience than Barack Obama.""",candidates-biography,False
5,"If you rent a U-Haul to move your company, it costs twice as much to go from San Francisco to Austin than the other way around, because you cant find enough trucks to flee the Golden State.","economy,states,tourism,transportation",True
1,The Congressional Budget Office has already doubled its estimate for the cost (of Obamacare) so far from roughly $800 billion to $1.7 trillion.,"deficit,federal-budget,health-care,taxes",False
1,"Oregons three largest employers, and 13 of the top 25, are health care providers.","economy,health-care",False
1,The Department of Energys Billion Ton Study has shown that wind and solar energy combined could at best provide only 5 percent of our total energy needs.,energy,False
5,Says the U.S. Constitution provides for just compensation when land is taken under eminent domain.,"history,legal-issues,message-machine,supreme-court",True
1,Says Mitt Romneys campaign has already spent more on negative ads than John McCain did during his entire presidential run.,"campaign-finance,candidates-biography",False
1,"As we near the 10th anniversary of the 9/11 terrorist attacks, we should not forget that some of the hijackers used New Jersey drivers licenses to board those aircraft.","terrorism,transportation",False
5,"For every $10,000 invested in business incubators, up to nearly 70 local jobs are generated.","economy,jobs",True
1,"Three presidents in the last century Harding, Kennedy and Reagan all cut taxes during recessions and produced ""rapid and dramatic economic recoveries,"" while two, Herbert Hoover and Barack Obama, did ""the opposite.""","economy,federal-budget,history,taxes",False
5,"The income of the top 1 percent nearly quadrupled from 1979 to 2007, but the typical familys incomes barely budged.","economy,income",True
5,John McCain has voted with George Bush 90 percent of the time.,bush-administration,True
1,"Says, In the last four years weve cut $36 million in ongoing revenue.","city-budget,city-government",False
5,"Financial conflict-of-interest laws dont apply to the president, right? So, the president doesnt have to have a blind trust.","campaign-finance,ethics",True
1,"It's just outrageous that under President Bush, the National Institutes of Health have been basically decreased in funding.",bush-administration,False
1,Kathryn Starkey joined forces with liberal Democrats on a historic sales tax hike.,"candidates-biography,environment,taxes",False
1,Says Maggie Hassan is the only female governor in the country.,"states,women",False
1,Thomas Paine wrote that the duty of a patriot is to protect his country from his government.,"history,patriotism",False
5,"The radiation coming from the new TSA body scanners is equivalent to about three minutes worth of air travel by anybody, say, at 30,000 feet.","homeland-security,science,transportation",True
1,U.S. Senate candidate Todd Akin was partly right that a womans body has a way of shutting down so that a pregnancy doesnt occur if shes raped.,abortion,False
1,The new health care law crushes small businesses with billions in penalties.,"health-care,message-machine,small-business",False
1,"The fact is that although we have had a president who is opposed to abortion over the last eight years, abortions have not gone down.''	abortion	barack-obama	President	Illinois	democrat	70	71	160	163	9	a TV interview with megachurch pastor Rick Warren in Lake Forest, Calif.
2724.json	true	Most of the jobs that we lost were lost before the economic policies we put in place had any effect.	economy,job-accomplishments,jobs,stimulus	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview on The Daily Show with Jon Stewart""",,False
5,Says every school will be negatively impacted if Education Stability Fund is not tapped.,"education,state-budget",True
1,I was the first member of Congress to call him (Barack Obama) a socialist...,job-accomplishments,False
5,We send a billion dollars to foreign countries every day because of our addiction to foreign oil.,energy,True
1,South Korea doesnt pay the United States for U.S. troops that protect their country.,"federal-budget,foreign-policy,military",False
1,Says U.S. is giving seven Alaskan islands to Russia.,foreign-policy,False
5,Says the military accounts for about 10 percent of Floridas economy.,"economy,military",True
1,Medicaid expansion could cost the Commonwealth of Virginia over $1 billion a year...,"medicaid,state-budget",False
1,"The Islamic State is so small it couldnt fill a DoubleAballpark in Charleston, W. Va.",terrorism,False
1,There is no evidence that poor people abuse drugs more frequently than any other socio-economic group.,"drugs,marijuana,poverty",False
5,Wisconsin is #1 in the Midwest for personal income growth over the year.,"economy,income,jobs",True
1,"The Democrats' health care bills would provide ""free health care for illegal immigrants.""","health-care,immigration",False
1,"[If] you apply for a job, the chances are 1 in 7 that you are going to be denied that job unfairly if everybody is forced to use E-Verify.","economy,immigration,jobs,labor",False
5,Some politicians want to put new taxes on a lot of groceries.,taxes,True
1,Says she never received nor sent any material that was marked classified on her private email server whilesecretary of state.,"corrections-and-updates,ethics,foreign-policy,technology",False
1,"When I was growing up as a kid in the city of Milwaukee, if we averaged 4 homicides a year in the entire city that was a record number.","crime,guns",False
5,My opponent on day one of this campaign attacked me on Medicare and Medicare Advantage and that claim was found to be False.,"medicare,message-machine-2012,campaign-advertising",True
1,Some city of Atlanta employees have not had raises in eight years.,government-efficiency,False
1,"Says U.S. Senate candidate Tommy Thompson admitted that Washington, D.C., changed him into an insider selling his influence to make millions from powerful special interests.","bush-administration,candidates-biography,federal-budget,message-machine-2012",False
1,Now we have ISIS coming over the (U.S.-Mexico) border.,terrorism,False
1,For every single scientist that tells you (global warming is) happening and that its our fault...I can stack up another group of reports that say just the opposite.,"climate-change,environment",False
1,Millions of Americans are paying more and getting less under Obamacare.,health-care,False
1,"When he took office in 2009, President Barack Obama had the biggest Democratic majorities in Congress since Lyndon Johnson.",history,False
1,Says Barack Obama is getting his nominees confirmed faster than President (George W.) Bush was at the same time in his second term.,congressional-rules,False
5,Says Obama promised to cut the deficit in half.,"debates,deficit",True
5,"In 2009, Democratic Wisconsin state senators rammed through a billion-dollar tax hike in 24 hours with no public input.","labor,state-budget,taxes",True
5,90% of Americans want national background checks that close loopholes.,"crime,criminal-justice,government-regulation,guns",True
1,"Dozens of artists, including Justin Timberlake, Jay Z and Rihanna, are canceling Florida shows like Stevie Wonder in protest of stand your ground.",crime,False
5,Says Newt Gingrichs contract was with the lobbyists at Freddie Mac.,candidates-biography,True
5,On deporting illegal immigrants.,immigration,True
1,The countrys bankrupt.,"bankruptcy,deficit,federal-budget",False
1,"Preventive care ""saves money.""",health-care,False
1,"Says Connie Mack IV co-sponsored a bill to take a third of the Social Security Trust Fund ... give it in individual accounts to the senior citizens, who then were to invest it in the stock market.",social-security,False
1,"Our National Guard, as we saw in the Midwest flooding, can't function as effectively as it could. I was talking to National Guard representatives. Fifteen of their 17 helicopters in this region were overseas during the flooding.",iraq,False
5,Fulton County has successfully reduced the number of pregnancies among 15- to 19-year-olds.,women,True
1,Says Democrats cut $35 million from the state budget for Information Technology improvements.,state-budget,False
1,Austins Pease Elementary is a school that was created as part of the Texas Constitution.,education,False
1,I was pretty proud of being the only guy on the stage that ever had a job in the private sector.,candidates-biography,False
1,We dont need a separate (prescription drug) database ... Pharmacies already have a database in place.,"drugs,health-care,public-health",False
1,FACT: Nothing in #Obamacare forces people out of their health plans.,health-care,False
5,"After J.D. Hayworth ""was voted out of Congress, he became a registered lobbyist"" who was ""paid thousands by a Florida corporation to lobby the very committee he used to serve on.""","candidates-biography,ethics,message-machine,transparency",True
5,Department of Education officials investigating Virginia Tech shootings have not once gotten into the car and driven down to Blacksburg to talk to the police chief or the university president or to anyone else.,"crime,education",True
5,"When Social Security was passed, there were all kinds of lawsuits, just as there have been in the legal battle over the new health care law.","health-care,history,legal-issues,social-security",True
1,Says Damascus disincorporation would produce NO significant tax savings.,taxes,False
1,Scott Walker opposed a plan to help Wisconsin students refinance their student loans.,"debt,economy,education,financial-regulation",False
1,Lee Zeldin missed 2/3rds of Veterans Affairs Hearings,"congress,veterans",False
1,"In Arizona, there are only one and a half (Border Patrol) agents per every 10 square miles.",immigration,False
1,"Loranne Ausleys a financial train wreck for taxpayers -- pushing gas taxes, property taxes, taxes on seniors.","message-machine,taxes",False
1,I think we came down here (to Florida) one time ... but we weren't actively fundraising here.,ethics,False
1,Canadian-born Ted Cruz has had a double passport.,"candidates-biography,immigration,legal-issues",False
5,Says Holly Turner failed to vote in five straight Republican primaries.,elections,True
1,The California governor says yes to poisoning more children with mercury and aluminum in vaccines.,"autism,public-health,science",False
5,Says Congressmen Paul Ryan and Todd Akin co-sponsored legislation to limit federal funding for abortion to victims of forcible rape.,abortion,True
1,SaysHillary Clinton wants to abolish the Second Amendment.,guns,False
5,Less than half of the poorest American households have a home Internet subscription.,"census,families,income,poverty,wealth",True
5,"During the past four years, average wages have barely budged.","economy,jobs",True
5,Says under federal law we do not have any limitation on the number of guns and bullets we can buy.,guns,True
1,Studies have shown that voter fraud is non-existent in Texas.,"crime,elections",False
1,Its factually correct to say that Jennifer Brunner inherited at least 18 lawsuits when she came into the office that were a result of Ken Blackwells mismanagement of the 2004 election.,"elections,government-efficiency",False
1,"There are 300,000 babies born deformed every year in this country because of women who are alcoholics while they're carrying those children to term.",health-care,False
1,"Today, we have two Vietnams, side by side, North and South, exchanging and working.","afghanistan,history",False
1,Says he got lobbied by a woman with late-stage cancer about vaccinating Texas girls against a virus that can cause cervical cancer.,"health-care,public-health",False
5,Florida shelled out more money for drug testing than it saved by denying welfare benefits to people who tested positive for drugs.,legal-issues,True
5,Ive got a 94 percent career voting record in Congress while Bill Nelson has a 92 percent voting record.,"candidates-biography,voting-record",True
5,"When I was secretary of state, I had a very high approval rating.","candidates-biography,foreign-policy,polls",True
1,Kesha Rogers is not a Democrat.,"candidates-biography,voting-record",False
1,Says House Republicans spent $50 million on 33 votes to repeal Obamacare.,"government-efficiency,health-care",False
5,Seventy of Ohios 88 counties now have more than 25 percent of their residents eligible for emergency food.,"economy,families,hunger,poverty",True
1,"It costs us, logistically, three times more to fight in Afghanistan than it does in any other place.","afghanistan,federal-budget,iraq,terrorism",False
1,Says Thomas Jefferson helped craft the Constitution.,history,False
5,"Right now, here in Texas, wind power is already cheaper than dirty fossil fuels.","energy,states",True
1,A recent economic uptick appears to coincide with the expectation of a new Republican Congress.,"economy,jobs",False
1,"I was one of the few, very few, who voted `no on the Iran deal.","congress,congressional-rules,nuclear,voting-record",False
5,"He (Kirk) did violate Pentagon rules, twice actually, for improperly mingling politics with his military service.","afghanistan,candidates-biography,iraq,message-machine,military,patriotism",True
5,Oregon has never before tried to create a land-use plan for what it should look like for 50 years.,urban,True
1,On expanding Medicaid under the Affordable Care Act.,health-care,False
1,"Doctors kill about 250,000 people a year in botched surgeries.","health-care,public-health,public-safety",False
1,The White House branded the memorial service for the Tucson shootings with a Together We Thrive logo and slogan.,"ethics,pundits",False
5,"By the end of this budget Im in right now, taxes will have been cut $4.7 billion in my state.","job-accomplishments,taxes",True
1,"President Eisenhower, on the night before the Normandy invasion...[wrote a] letter of resignation to the United States Army for the failure of the landings at Normandy.",military,False
1,"Barack Obama has ""reversed"" on his commitment ""to begin withdrawing American troops from Iraq immediately.""",iraq,False
1,"Between 2008 and 2014, criminal aliens accounted for 38 percentof all murder convictions in the five states of California, Texas, Arizona, Florida and New York.",immigration,False
1,Repealing Obamacare saves our nation more than $2 trillion.,"debt,health-care",False
1,We have constitutional amendment that says that there's a ban on drilling right off Florida's coast.,energy,False
5,"In President Barack Obamas 2015 State of the Union address, the words al-Qaida were never used, the first time those words have not been used in a State of the Union address since February 2001.","afghanistan,bush-administration,iraq,terrorism",True
5,McCain voted 19 times against a minimum-wage increase.,federal-budget,True
5,Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.,"education,immigration,states",True
1,Oregon is the most trade-dependent state in the nation,"economy,trade",False
5,"In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.",taxes,True
1,"Says Hillary Clinton is proposing to print instant work permits for millions of illegal immigrants to come in and take everybodys jobs, including low-income African-Americans.","education,immigration,technology",False
5,"Were spending $12,000 bucks a kid a year in the school system.","education,taxes",True
1,I didnt support Sonia Sotomayor.,"sotomayor-nomination,supreme-court",False
5,You can look at the propaganda on a lot of the terrorists sites and what Donald Trump saysabout Muslims is used to recruit fighters.,"foreign-policy,religion,terrorism",True
1,Says Chris Christie was the first governor in America to endorse Mitt Romney.,"candidates-biography,elections",False
5,"In 2008, then-Sen. Barack Obama missed 60 or 70 percent of his votes. In 2004, John Kerry missed close to 60 to 70 percent and Bob Graham missed over 30 percent of his votes.","candidates-biography,corrections-and-updates,voting-record",True
1,Texans eat more catfish than residents of all other states combined.,"agriculture,food-safety",False
5,"January through November 2014, the year so far, were the hottest first 11 months of any year recorded.","climate-change,energy,environment,history,science,weather",True
5,"Says the federal health care law upheld by the Supreme Court has improved or saved the lives of more than 4,000 Texans otherwise prevented from obtaining health coverage due to pre-existing conditions.",health-care,True
5,"And, as of today, New Jersey state government has less employees than when Christie Whitman left office in 2001.",jobs,True
5,The Senate Republican education plan is an unfunded mandate for local school districts.,education,True
5,"John McCain has said the economy is ""not his strong suit.""",economy,True
5,"Every day in the United States, we are losing 15 factories.","economy,jobs,taxes",True
1,The current (agriculture) commissioner allowed tainted beef to be sent to school cafeterias.,"agriculture,children,education",False
5,"Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with ... the worst chapter in American history. ... And, Senator Obama, you didn't repudiate those remarks.",candidates-biography,True
5,"The national debt is equal to $48,700 for every American or $128,300 for every U.S. household. It is now equivalent to the size of our entire economy.",deficit,True
5,This week the House of Representatives voted to remove the word lunatic from federal law.,legal-issues,True
1,Says the states budget shortfall is not that much different than it was in 2003.,"state-budget,taxes",False
1,The overwhelming number of school districts reported their staff stayed the same or grew after the 2011-13 state budget,"education,state-budget",False
1,"Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law.",health-care,False
1,Theres only one candidate under investigation -- Terry McAuliffe.,ethics,False
5,"Currently, there is no one from South Austin on the (Austin City) Council!",candidates-biography,True
1,"We have been focusing so much, especially the Texas Department of Transportation, on that 97 percent of people in single-occupancy vehicles.",transportation,False
1,"When those restrictions expire (in the Iran nuclear deal), Iran will have an industrial-size military nuclear capability ready to go.","foreign-policy,nuclear",False
5,Sixty percent of the auto thefts that we have in (St. Petersburg) are caused by people leaving their keys in the car.,crime,True
5,"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.","economy,jobs",True
5,There was no surge in 501(c)(4) applications in 2010.,taxes,True
5,"Says 10 days after Hurricane Katrina, this chamber passed two separate bills amounting to $60 billion. It has been nearly two months since we had Superstorm Sandy, and nothing has passed.","natural-disasters,weather",True
1,President Barack Obamas budget threatens national security by proposing an Army of fewer personnel than we had before Pearl Harbor.,"federal-budget,military",False
5,"The extra point is almost automatic. (The NFL) had five missed extra points this year out of 1,200 some odd attempts.",sports,True
1,"Says that under his tax plan, no matter where you are in the stratosphere, youre going to be getting a tax cut.",taxes,False
1,"Says Texas has been waiting for two years for the federal government to act on a proposal to allow the state to ""create insurance opportunities for those that are uninsured today.""","health-care,states,transparency",False
1,Says he was endorsed by theValley News newspaper.,"elections,job-accomplishments",False
5,John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.,iraq,True
1,"We had a massive landslide victory, as you know, in the Electoral College.",elections,False
1,A new bill was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt.,health-care,False
5,"Voting in the wrong precinct led to over 14,000 registered voters statewide to lose their vote in 2008.",elections,True
1,"The form students fill out to get college financial aid is ""longer than the form to get U.S. citizenship.""",education,False
5,"In Harrisburg, I passed more bills than all the Democrats combined, in terms of legislation affecting the city.",government-efficiency,True
5,"This year, Newt Gingrich has raised as much money as Mitt Romney, Tim Pawlenty, Sarah Palin, and Mike Huckabee combined.",campaign-finance,True
5,"Says she has bipartisan support, including 53 sheriffs throughout the state, Democrats and Republicans.",elections,True
5,"One in four Texans lacks health insurance, the highest proportion in the nation.","health-care,pundits",True
1,On repeal and replace of federal health care reform.,health-care,False
1,Our real unemployment is anywhere from 18 to 20 percent. Dont believe the 5.6. Dont believe it.,"economy,jobs",False
1,House Republicans just passed a bill that makes it legal for single mothers to be fired by their employers.,"congress,women",False
1,"Under Floridas voting law, a requirement to turn in voter registrations within 48 hours makes it impossible to meet the deadline if youre working right to the end of the week.","elections,pundits,10-news-tampa-bay",False
1,There are a multitude of vaccines that do not prevent deadly and crippling diseases.,public-health,False
1,China holds 26 percent of the U.S. debt.,"deficit,federal-budget,foreign-policy",False
5,Says Portland has higher standards than feds on allowed police use of force.,city-government,True
1,A National Football League lockout would cost Atlanta $160 million in lost jobs and revenue.,workers,False
5,The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.,"diversity,economy,workers",True
1,President Obama has spent over $2 million in legal fees defending lawsuits about his birth certificate.,obama-birth-certificate,False
1,There's no rationing in any of these bills.,"health-care,abc-news-week",False
1,A bill backed by Sean Duffy and other House Republicans could actually require the Internal Revenue Service to conduct audits of rape victims who get an abortion.,"abortion,crime,taxes,women",False
1,Obamacare puts the federal government between you and your doctor.,health-care,False
1,Says Barack Obamas health care law will be the biggest job-killer ever.,"economy,health-care,jobs",False
5,"The cost to implement Florida's class size amendment so far has been ""$16 billion.""",education,True
1,Secretary Geithner has left the option on the table of abandoning the dollar for a multinational currency.,economy,False
1,Says U.S. Rep. Martin Heinrich spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas.,"jobs,message-machine-2012,stimulus",False
1,FCAT tests account for less than 1 percent of the instructional time provided during the year.,"children,corrections-and-updates,education",False
5,Obama put a 10 percent tax on tanning.,health-care,True
5,Says he sued Obamas EPA seven times.,"energy,environment",True
5,"President Obama will now own 60 percent of GM, and his union buddies will own almost 20 percent.","bankruptcy,market-regulation",True
1,"Says that since lawmakers acted, we have 130 new businesses across Texas doing helicopter hog hunts.","animals,recreation,sports",False
1,"Gas prices have doubled because Obama opposed exploring for energy in Alaska. He gave millions of tax dollars to Solyndra, which then went bankrupt. And he blocked the Keystone pipeline. So we will all pay more at the pump.","climate-change,energy,gas-prices,message-machine-2012",False
5,Californias credit rating is the worst in the country.,"economy,message-machine,state-budget",True
1,"Says Lee Leffingwell has been mayor of Austin, Texas for about as long as Sarah Palin was governor of Alaska.","candidates-biography,pundits",False
1,"Because of President Barack Obamas failure to push job creation, the black unemployment rate in Ferguson, Mo., is three times higher than the white unemployment rate.","criminal-justice,jobs",False
1,Says the National Labor Relations Board told Boeing that it couldnt build a factory in South Carolina because South Carolina is a right-to-work state.,"labor,message-machine-2012",False
5,"Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.",guns,True
1,"The Trump Winery near Charlottesville, Va. is the largest winery on the East Coast.","economy,trade",False
5,Only 18 percent of jobs are accessible by transit for metro Atlanta residents. 33 percent for those living in the city.,"economy,transportation",True
5,"With those first principles, it allowed a fellow like me to get in his truck and go from one end of the state to the other; started 20 points down and wound up 20 points ahead on election night.",elections,True
5,That luxury jet was over the top. I put it on eBay.,transportation,True
1,On supporting the budget proposed by Rep. Paul Ryan,"federal-budget,medicare",False
5,"John McCain opposed bankruptcy protections for families ""who were only in bankruptcy because of medical expenses they couldn't pay.""",bankruptcy,True
1,Claims Supreme Court Justice Ruth Bader Ginsburg said she prefers the South African Constitution over the United States Constitution.,"legal-issues,supreme-court",False
5,Our national debt ... is on track to exceed the size of our entire economy ... in just two more years.,federal-budget,True
1,Says we could have saved ourselves the cost of building the Powell Butte water reservoir.,"city-government,government-regulation,message-machine-2012,market-regulation,water",False
1,Says challenger Dominic Chavez is a Rick Perry Republican lobbyist.,candidates-biography,False
5,"If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent.","economy,jobs",True
5,A congressional laundry closed due to the partial government shutdown.,"debt,federal-budget",True
1,"Says that under City Council Member Randi Shade, Austin had the highest city debt per person in Texas.","city-budget,city-government",False
5,Gross income tax receipts are exceeding the Administrations projections for this fiscal year prior to Sandy.,state-finances,True
5,"Because of a local version of Amendment 4, the taxpayers of St. Pete Beach have had to pay hundreds of thousands in legal bills.","economy,florida-amendments,taxes",True
1,The cheerleaders for the Dallas Cowboys have entertained more troops in the world than Bob Hope.,"corrections-and-updates,military",False
5,The Capitol rotunda was actually made to invite the people in and to accommodate protests.,legal-issues,True
1,"Over 214,000 doctors opt out of Obamacare exchanges.",health-care,False
1,Says a $12.5 million incentive deal she approved for Abbott Laboratories contained strong protections for taxpayers if job creation goals were not met.,"jobs,state-budget",False
5,The United States has one of the highest corporate tax rates in the world.,"corporations,economy,taxes",True
1,A legacy of taxing and borrowing crippled the economy we inherited two years ago.,"corrections-and-updates,economy,state-budget,state-finances,taxes",False
5,"Charlie Crist ""bizarrely vetoed"" $9.7 million for a teaching hospital at the University of Florida ""despite having previously argued the budget request had merit.""","health-care,state-budget",True
1,Says Barack Obama has gone from blaming George W. Bush to plagiarizing George W. Bush.,pundits,False
1,Donald Trump says all Mexicans are rapists.,immigration,False
1,2008: Unions Spent $400 Million to Elect Obama.,"campaign-finance,elections",False
1,"Says Mary Burkes 2007-09 state budget had a tax hike of $1.8 billion -- costing every man, woman and child in the state an extra $310.","state-budget,state-finances,taxes",False
5,"Under current law, if you go on a dating website and you say youre 32 and youre actually 42, youve committed a misdemeanor.","legal-issues,pop-culture,technology",True
5,The proposed raises for the Norcross City Council would put it in line with other liked-sized communities.,"city-budget,city-government",True
5,"There has never been a death caused by a [commercial nuclear] reactor in the United States, even when Three Mile Island failed in the 1970s.",nuclear,True
5,"Obama spent ""40 percent of the PAC money, 43 percent to be exact, on Iowa, New Hampshire, Nevada and South Carolina politicians.""",ethics,True
5,Says Texas ranks last in the percentage of residents with high school diplomas.,"education,pundits",True
1,The climate hasnt warmed in quite a few years. That is proven scientifically.,"climate-change,environment,weather",False
5,Says Bruce Springsteen played in 1975 at Seton Hall University in South Orange at Walsh gym.,pop-culture,True
1,A North Carolina study proves that probably over a million people voted twice in (the 2012) election.,elections,False
1,Tarpon Springs takes its homeless to St. Petersburg.,"poverty,urban",False
5,The overall fact about illegal immigration is that its not actually getting worse.,"immigration,pundits",True
5,More people are apprehended after illegally crossing the U.S.-Mexico border a week than are born in Texas each week.,"children,immigration,population",True
5,"For more than 30 years after World War II, there was a steady reduction in U.S. debt as a percentage of gross domestic product.","deficit,economy",True
5,"While I was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at Wal-Mart.",candidates-biography,True
1,"When President Franklin D. Roosevelt started Social Security, it only affected widows and orphans, and when Medicare began, it was a small program.","children,disability,health-care,history,medicare,social-security",False
5,The deficit was on track to top $1 trillion the year I took office.,"deficit,federal-budget",True
1,Says Hillary Clinton refuses to testify before Congress about the 2012 attack in Benghazi.,"foreign-policy,terrorism",False
1,Commerce Secretary nominee John Bryson appears to endorse world government.,"cap-and-trade,climate-change,energy,environment",False
1,Says Rob Portman even voted to allow people on the terrorism watch list to buy guns.,"corrections-and-updates,guns,terrorism",False
1,ISIS leader Abu Bakr al Baghdadi was released by Obama in 2009.,"iraq,terrorism",False
5,The NRA used to support expanded background checks.,guns,True
1,"In the history of Republican primaries, Ive gotten the most votes in the history of the Republican party.",elections,False
1,"When the New Hampshire Legislature raised the gasoline tax, gas prices in the state were skyrocketing.","energy,taxes",False
5,Says that in the U.S. House of Representatives weve had bipartisan support for the repeal of Obamacare for getting rid of cap and trade for building the Keystone Pipeline.,"bipartisanship,climate-change,congress,congressional-rules,voting-record",True
1,"We will spend $100 billion in Afghanistan this year, fixing roads, building bridges, training police officers, and more, [and] cutting the same things in our own country.","afghanistan,deficit,federal-budget,infrastructure,military",False
5,Wrong precinct rules exacerbate our provisional ballot problems (and) HB 194 does nothing to solve the wrong-precinct problem.,elections,True
5,Says Donald Trump used undocumented labor to build the Trump Tower.,"candidates-biography,immigration",True
5,Sharron Angle would eliminate the Department of Education.,"education,legal-issues,message-machine,states",True
1,On whether BPs $20 billion fund to compensate oil spill victims is a slush fund.,"energy,environment,oil-spill",False
1,On in-state tuition for illegal immigrants.,"education,immigration",False
