Labels,Text,Text_Tag,Label_Text
1,Food stamps have gone up two-and-a-half times under Barack Obama.,"federal-budget,poverty",False
1,"In the 38 Studios deal, Wall Street investors took a risk, and went bust.","bankruptcy,debt,economy,history,job-accomplishments,message-machine-2014,campaign-advertising,state-budget,state-finances,taxes",False
1,Says President Barack Obama broke his promise to keep a Wisconsin GM plant from closing.,jobs,False
1,"The weight of the evidence (on global warming) is that most of it, maybe all of it, is because of natural causes ... its fair to say the science is in dispute.","cap-and-trade,climate-change,energy,environment",False
1,State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.,ethics,False
2,"The federal government is making the decision, whether we like it or not, to send 425 refugees to our state from Syria.","immigration,terrorism",Half-True
1,Beer drinking is not allowed in any Illinois state parks.,state-budget,False
1,Says U.S. Senate rival Tommy Thompson ran Medicare into the ground and nine years closer to bankruptcy.,"candidates-biography,federal-budget,medicare",False
1,"On new dollar coins, In God We Trust is gone!",patriotism,False
2,Says Obama flip-flopped on banning handguns.,guns,Half-True
1,[T]he Georgia Dome has returned $10 billion in economic impact to the state of Georgia.,"economy,tourism",False
1,"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide.",jobs,False
1,Says Hillary Clinton is proposing destroying Medicare for seniors.,"health-care,medicare",False
1,On supporting winner of Democratic primary with her superdelegate vote.,"elections,states",False
1,A bill to advance the Keystone XL Pipeline is an earmark under House rules.,"climate-change,congressional-rules,environment,federal-budget,infrastructure",False
1,Florida is the first state requiring drug testing to receive welfare!,"drugs,poverty",False
1,Says Hillary Clinton wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than theyre paying now.,"small-business,taxes",False
1,"A lot of people who go into prison straight, and when they come out theyre gay.","criminal-justice,sexuality",False
1,The president of the United States will be taking a trip over to India that is expected to cost the taxpayers $200 million a day.,foreign-policy,False
1,200 consumer laws were destroyed in 2011 when Gov. Scott Walker signed Act 92.,"consumer-safety,legal-issues",False
1,"Says that in 2007, Oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data.","children,public-health",False
1,Says Ted Kennedy sent a letter to then Soviet leader Yuri Andropov apologizing for Ronald Reagan and begging the Soviets not to overreact.,"congress,foreign-policy",False
2,Republicans went out of the way to praise (Eric) Holders nomination. ... Not a single Republican senator opposed Eric Holders nomination.,legal-issues,Half-True
2,"70,000 three-year-olds and four-year-olds across America will lose access to the preschool Head Start program. ... 2,000 in the state of Florida alone.","children,education,federal-budget,poverty",Half-True
1,"Muslims attempted to establish the first Islamic Sharia court inside the United States in the town of Irving, Texas.","legal-issues,religion",False
1,"Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.","military,pundits",False
1,On the Cuba embargo.,"congress,florida,foreign-policy,trade",False
1,Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students.,"debt,education,federal-budget,taxes",False
1,Says Wisconsin Manufacturers Commerces own 2014 survey revealed that just 15 percent of business executive respondents were in favor of Right-To-Work legislation.,"labor,workers",False
1,"When it comes to protesters in Madison, almost all are now from outside of Wisconsin.","labor,state-budget",False
2,Says U.S. Rep. John Barrow left taxpayers on the hook for $950k study on genetic makeup of ants.,"stimulus,voting-record",Half-True
1,"Rural schools enroll 40 percent of American children, but receive only 22 percent of federal education funding.",education,False
1,On repealing the 17th Amendment,"debates,elections,states",False
2,More than 90 percent of the gains have gone to the top 1 percent.,"economy,poverty",Half-True
2,"Since 2013 alone, the Obama administration has allowed 300,000 criminal aliens to return back into United States communities. These are individuals encountered or identified by (Immigration and Customs Enforcement), but who were not detained or processed for deportation because it wouldnt have been politically correct.","crime,criminal-justice,homeland-security,immigration",Half-True
2,That 3.5 percent (increase in the third quarter GDP) came from two things government spending on Cash for Clunkers they just moved fourth-quarter auto sales into the third quarter and the first-time home buyer thing.,"economy,pundits,stimulus",Half-True
2,"An economic impact study found that for every $1 invested in pre-K in Pennsylvania, a total of $1.79 is generated in total spending within the state.",education,Half-True
2,"Last year it was discovered that Rhode Islands public employees ranked 4th in average pay, while the private sector ranked 23rd.","economy,labor,workers",Half-True
2,A proposed amendment allows a teenager to get a recommendation for medical marijuana without the consent of a parent.,"health-care,marijuana",Half-True
2,In Chile they have 72 percent of the GDP in savings.,social-security,Half-True
2,A sitting sheriff cannot be charged except by a warrant issued by a Superior Court judge.,"crime,legal-issues",Half-True
1,"Governor Christie also remains the only Governor since World War II, among both Democrats and Republicans, who failed to have his party win control of at least one legislative body over the course of his term.",elections,False
1,Sixty-percent of the state retirees...dont get Social Security.,"corrections-and-updates,labor,public-service,retirement,social-security,state-finances,workers",False
1,Tampa mayoral opponent Bob Buckhorn supported forcing police officers to keep their guns locked in the trunks of their cruisers.,candidates-biography,False
1,Millions could lose their health care coverage and be forced into a government pool under the new health care law.,health-care,False
1,Only a few months ago the FBI arrested three Broward County Commissioners for accepting millions of dollars in trade for illegal favors.,crime,False
1,Portland Community College serves more students than all of the states universities combined.,education,False
2,"If we dont spend money on a pier, then that money does wipe into the general funds of the city or the county, and if you send it to the county, you never see it again.",taxes,Half-True
1,On disaster aid offsets,"deficit,federal-budget,weather",False
1,"Sarah Palin ""has more experience than Barack Obama.""",candidates-biography,False
2,A golf course closes somewhere in America every 48 hours.,sports,Half-True
1,The Congressional Budget Office has already doubled its estimate for the cost (of Obamacare) so far from roughly $800 billion to $1.7 trillion.,"deficit,federal-budget,health-care,taxes",False
1,"Oregons three largest employers, and 13 of the top 25, are health care providers.","economy,health-care",False
1,The Department of Energys Billion Ton Study has shown that wind and solar energy combined could at best provide only 5 percent of our total energy needs.,energy,False
1,Says Mitt Romneys campaign has already spent more on negative ads than John McCain did during his entire presidential run.,"campaign-finance,candidates-biography",False
1,"As we near the 10th anniversary of the 9/11 terrorist attacks, we should not forget that some of the hijackers used New Jersey drivers licenses to board those aircraft.","terrorism,transportation",False
1,"Three presidents in the last century Harding, Kennedy and Reagan all cut taxes during recessions and produced ""rapid and dramatic economic recoveries,"" while two, Herbert Hoover and Barack Obama, did ""the opposite.""","economy,federal-budget,history,taxes",False
2,"The Congressional Budget Office analysis of the health insurance reform legislation says the bill ""cuts the deficit by $1.2 trillion in the second 10 years.""","federal-budget,health-care",Half-True
2,Studies show that people that are on welfare are higher users of drugs than people not on welfare.,"drugs,marijuana,poverty",Half-True
2,"On (Rob Portmans) watch as Bushs trade czar, our deficit with China exploded and as Bushs budget chief, Portman oversaw a spending spree that doubled the deficit.","federal-budget,foreign-policy,history,message-machine,trade",Half-True
2,6.4 million more Americans living in poverty under President Obama.,"economy,poverty",Half-True
2,"Hillary Clinton is ""willing to have workers' wages garnisheed if they refuse to buy health insurance.""","health-care,workers",Half-True
2,We have less crime in the (Rio Grande) Valley than we do in other major Texas cities.,"crime,criminal-justice,immigration",Half-True
1,"Says, In the last four years weve cut $36 million in ongoing revenue.","city-budget,city-government",False
2,"The House health care bill pays for ""about six years of program with a decade of revenue, with the heaviest costs concentrated in the second five years.""","federal-budget,health-care",Half-True
1,"It's just outrageous that under President Bush, the National Institutes of Health have been basically decreased in funding.",bush-administration,False
1,Kathryn Starkey joined forces with liberal Democrats on a historic sales tax hike.,"candidates-biography,environment,taxes",False
2,Prices are going up. Unemployment is continuing to go up.,"economy,jobs",Half-True
1,Says Maggie Hassan is the only female governor in the country.,"states,women",False
1,Thomas Paine wrote that the duty of a patriot is to protect his country from his government.,"history,patriotism",False
1,U.S. Senate candidate Todd Akin was partly right that a womans body has a way of shutting down so that a pregnancy doesnt occur if shes raped.,abortion,False
1,The new health care law crushes small businesses with billions in penalties.,"health-care,message-machine,small-business",False
1,"The fact is that although we have had a president who is opposed to abortion over the last eight years, abortions have not gone down.''	abortion	barack-obama	President	Illinois	democrat	70	71	160	163	9	a TV interview with megachurch pastor Rick Warren in Lake Forest, Calif.
2724.json	true	Most of the jobs that we lost were lost before the economic policies we put in place had any effect.	economy,job-accomplishments,jobs,stimulus	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview on The Daily Show with Jon Stewart""",,False
2,"Virginia ranked 35th in job creation in 2009 under Gov. Tim Kaine, and moved up to third for 2010, while McDonnell has been in office.",jobs,Half-True
1,I was the first member of Congress to call him (Barack Obama) a socialist...,job-accomplishments,False
2,"Part of the increase in the cost (of higher education) has been because state support has dropped. We now spend, under Governor Walker, more on corrections than we do on higher education.","criminal-justice,education,state-budget",Half-True
2,Since I came into office we have increased the VA budget by 85 percent.,"federal-budget,veterans",Half-True
2,"Sotomayor thinks ""that ones sex, race and ethnicity ought to affect the decisions one renders from the bench.""","sotomayor-nomination,supreme-court",Half-True
1,South Korea doesnt pay the United States for U.S. troops that protect their country.,"federal-budget,foreign-policy,military",False
2,Every one of the mass shootings except two in America since 1950 have been in gun-free zones.,"corrections-and-updates,guns",Half-True
1,Says U.S. is giving seven Alaskan islands to Russia.,foreign-policy,False
2,Mitt Romney said we should let foreclosures hit the bottom.,housing,Half-True
2,The woman named Wisconsins 2010 outstanding teacher of the year was laid off by the Milwaukee Public Schools that year under seniority and tenure rules that were eliminated by his Act 10 changes.,labor,Half-True
1,Medicaid expansion could cost the Commonwealth of Virginia over $1 billion a year...,"medicaid,state-budget",False
1,"The Islamic State is so small it couldnt fill a DoubleAballpark in Charleston, W. Va.",terrorism,False
1,There is no evidence that poor people abuse drugs more frequently than any other socio-economic group.,"drugs,marijuana,poverty",False
1,"The Democrats' health care bills would provide ""free health care for illegal immigrants.""","health-care,immigration",False
1,"[If] you apply for a job, the chances are 1 in 7 that you are going to be denied that job unfairly if everybody is forced to use E-Verify.","economy,immigration,jobs,labor",False
1,Says she never received nor sent any material that was marked classified on her private email server whilesecretary of state.,"corrections-and-updates,ethics,foreign-policy,technology",False
2,The United States won every major battle of the Vietnam War. Every single one.,"history,military,veterans",Half-True
1,"When I was growing up as a kid in the city of Milwaukee, if we averaged 4 homicides a year in the entire city that was a record number.","crime,guns",False
2,Al Franken said almost exactly what Trump said about John McCains military record.,"military,patriotism",Half-True
2,Veterans unemployment is actually now lower than (the) general population. It was higher when I came into office.,"economy,jobs,veterans",Half-True
1,Some city of Atlanta employees have not had raises in eight years.,government-efficiency,False
1,"Says U.S. Senate candidate Tommy Thompson admitted that Washington, D.C., changed him into an insider selling his influence to make millions from powerful special interests.","bush-administration,candidates-biography,federal-budget,message-machine-2012",False
2,We cut a record $15 billion from our state budget.,"message-machine-2012,state-budget",Half-True
1,Now we have ISIS coming over the (U.S.-Mexico) border.,terrorism,False
1,For every single scientist that tells you (global warming is) happening and that its our fault...I can stack up another group of reports that say just the opposite.,"climate-change,environment",False
2,Says 94 percent of Wisconsin employers think the state is heading in the right direction and a majority say they will grow their companies in 2012.,"economy,job-accomplishments,jobs",Half-True
1,Millions of Americans are paying more and getting less under Obamacare.,health-care,False
1,"When he took office in 2009, President Barack Obama had the biggest Democratic majorities in Congress since Lyndon Johnson.",history,False
1,Says Barack Obama is getting his nominees confirmed faster than President (George W.) Bush was at the same time in his second term.,congressional-rules,False
1,"Dozens of artists, including Justin Timberlake, Jay Z and Rihanna, are canceling Florida shows like Stevie Wonder in protest of stand your ground.",crime,False
1,The countrys bankrupt.,"bankruptcy,deficit,federal-budget",False
2,We spend a staggering amount of money on health care over $2-trillion and almost twice as much as any other country per person.,health-care,Half-True
1,"Preventive care ""saves money.""",health-care,False
1,"Says Connie Mack IV co-sponsored a bill to take a third of the Social Security Trust Fund ... give it in individual accounts to the senior citizens, who then were to invest it in the stock market.",social-security,False
1,"Our National Guard, as we saw in the Midwest flooding, can't function as effectively as it could. I was talking to National Guard representatives. Fifteen of their 17 helicopters in this region were overseas during the flooding.",iraq,False
2,Says the Texas House has a record number of new members joining our ranks.,"elections,states",Half-True
1,Says Democrats cut $35 million from the state budget for Information Technology improvements.,state-budget,False
1,Austins Pease Elementary is a school that was created as part of the Texas Constitution.,education,False
1,I was pretty proud of being the only guy on the stage that ever had a job in the private sector.,candidates-biography,False
2,"The 30 percent tax rate called for under President Barack Obamas proposed Buffett Rule is lower than the prescribed tax rate for millionaires already -- not just for millionaires, for people making over $200,000.",taxes,Half-True
1,We dont need a separate (prescription drug) database ... Pharmacies already have a database in place.,"drugs,health-care,public-health",False
1,FACT: Nothing in #Obamacare forces people out of their health plans.,health-care,False
2,"We are dealing with an administration that, quite frankly, has shown a reluctance to enforce the immigration law.",immigration,Half-True
1,Says Damascus disincorporation would produce NO significant tax savings.,taxes,False
1,Scott Walker opposed a plan to help Wisconsin students refinance their student loans.,"debt,economy,education,financial-regulation",False
1,Lee Zeldin missed 2/3rds of Veterans Affairs Hearings,"congress,veterans",False
2,I have won more elections than any chairman since 1938.,"campaign-finance,elections",Half-True
1,"In Arizona, there are only one and a half (Border Patrol) agents per every 10 square miles.",immigration,False
2,"(McCain) says ""we can't have ... timelines to draw down our troops from Iraq.""",iraq,Half-True
1,"Loranne Ausleys a financial train wreck for taxpayers -- pushing gas taxes, property taxes, taxes on seniors.","message-machine,taxes",False
1,I think we came down here (to Florida) one time ... but we weren't actively fundraising here.,ethics,False
1,Canadian-born Ted Cruz has had a double passport.,"candidates-biography,immigration,legal-issues",False
2,The White House budget plan will bring domestic discretionary spending to its lowest share of our economy since Dwight Eisenhower was president.,federal-budget,Half-True
1,The California governor says yes to poisoning more children with mercury and aluminum in vaccines.,"autism,public-health,science",False
1,SaysHillary Clinton wants to abolish the Second Amendment.,guns,False
1,Studies have shown that voter fraud is non-existent in Texas.,"crime,elections",False
1,Its factually correct to say that Jennifer Brunner inherited at least 18 lawsuits when she came into the office that were a result of Ken Blackwells mismanagement of the 2004 election.,"elections,government-efficiency",False
1,"There are 300,000 babies born deformed every year in this country because of women who are alcoholics while they're carrying those children to term.",health-care,False
1,"Today, we have two Vietnams, side by side, North and South, exchanging and working.","afghanistan,history",False
1,Says he got lobbied by a woman with late-stage cancer about vaccinating Texas girls against a virus that can cause cervical cancer.,"health-care,public-health",False
1,Kesha Rogers is not a Democrat.,"candidates-biography,voting-record",False
1,Says House Republicans spent $50 million on 33 votes to repeal Obamacare.,"government-efficiency,health-care",False
2,"Says under Mayor Cory Booker, Newark has seen violent crime up five years in a row, murder up five years in a row.",crime,Half-True
2,"It was President Obama's ""inaction that caused over three weeks to go by before he even approved the governor's plan to protect our marsh.""","environment,oil-spill,states",Half-True
1,"It costs us, logistically, three times more to fight in Afghanistan than it does in any other place.","afghanistan,federal-budget,iraq,terrorism",False
2,Youre more likely to be the victim of a violent crime in Milwaukee than in 96 percent of the country.,"crime,population,public-safety,urban",Half-True
2,"The majority of public funding for the Marlins stadium came from hotel taxes, the burden of which is incurred by tourists who are visiting our city, NOT the resident taxpayers.","baseball,city-budget,county-budget",Half-True
2,The Mack Penny Plan for the federal budget would balance our budget by 2019 and continues to gain support.,"deficit,federal-budget",Half-True
2,"As a result of the House Republican bill, the nonpartisan Congressional Budget Office now confirms that families will see their health care premiums reduced by up to 10 percent.",health-care,Half-True
1,Says Thomas Jefferson helped craft the Constitution.,history,False
2,Florida has the most errors and exonerations from death row.,"legal-issues,supreme-court",Half-True
1,A recent economic uptick appears to coincide with the expectation of a new Republican Congress.,"economy,jobs",False
2,There is no precedent for what the Democrats are doing with this deception. ... We have never written a reconciliation bill to amend a law that does not exist.,health-care,Half-True
1,"I was one of the few, very few, who voted `no on the Iran deal.","congress,congressional-rules,nuclear,voting-record",False
1,On expanding Medicaid under the Affordable Care Act.,health-care,False
2,The House Zika bill limits access to birth control services needed to help curb the spread of the virus in Puerto Rico.,"abortion,public-health",Half-True
2,Says the claim that 40 percent of guns are sold without background checks traces to information gathered before background checks were even required.,guns,Half-True
1,"Doctors kill about 250,000 people a year in botched surgeries.","health-care,public-health,public-safety",False
1,The White House branded the memorial service for the Tucson shootings with a Together We Thrive logo and slogan.,"ethics,pundits",False
2,"Obama ""changed the rules in Washington. Gone are the free gifts from lobbyists. Gone are the fancy airplane rides for nothing.""",ethics,Half-True
1,"President Eisenhower, on the night before the Normandy invasion...[wrote a] letter of resignation to the United States Army for the failure of the landings at Normandy.",military,False
1,"Barack Obama has ""reversed"" on his commitment ""to begin withdrawing American troops from Iraq immediately.""",iraq,False
1,"Between 2008 and 2014, criminal aliens accounted for 38 percentof all murder convictions in the five states of California, Texas, Arizona, Florida and New York.",immigration,False
1,Repealing Obamacare saves our nation more than $2 trillion.,"debt,health-care",False
2,"Statistics show that more people at this time telecommute than they ride carpools, mass transit, bicycle or walk.",transportation,Half-True
1,We have constitutional amendment that says that there's a ban on drilling right off Florida's coast.,energy,False
1,Oregon is the most trade-dependent state in the nation,"economy,trade",False
1,"Says Hillary Clinton is proposing to print instant work permits for millions of illegal immigrants to come in and take everybodys jobs, including low-income African-Americans.","education,immigration,technology",False
2,"One of the interesting things about the Recovery Act was most of the projects came in under budget, faster than expected, because theres just not a lot of work there.",stimulus,Half-True
2,Says Austin has the lowest property tax rate by far of the five major cities in Texas.,"city-budget,city-government,housing,taxes",Half-True
1,I didnt support Sonia Sotomayor.,"sotomayor-nomination,supreme-court",False
1,Says Chris Christie was the first governor in America to endorse Mitt Romney.,"candidates-biography,elections",False
2,"General Electric hasnt really created any jobs in this country, doesnt pay any taxes, and theyre making historic profits.","corporations,deficit,federal-budget,taxes",Half-True
2,Iowas Republican caucus stopped mattering years ago. It in no way determines the party nominee.,"elections,history",Half-True
1,Texans eat more catfish than residents of all other states combined.,"agriculture,food-safety",False
2,Says Ted Cruz wanted to let in more Syrian refugees and give amnesty to illegal immigrants.,"candidates-biography,foreign-policy,immigration,terrorism",Half-True
2,"[W]hen adjusted for cost of living, Georgia ranks first nationally in teacher salary and benefits.","education,state-finances",Half-True
2,About 3 percent of Gov. Nathan Deals appointments have been African-American.,"civil-rights,public-service",Half-True
2,"More lives are lost from violence against women, sex-selective abortion, female infanticide, suicide, egregious maternal mortality, and other sex-linked causes than were lost during all of the wars and civil strife of the 20th century.",women,Half-True
2,The benefits that were offered to me as a congressman dont even compare to the benefits that you get as a state employee. I just experienced that myself. Theyre not nearly as good.,"candidates-biography,federal-budget,health-care,state-budget",Half-True
2,Huckabee supported a tuition break to the children of illegals that are here illegally when citizens are having to pay a higher rate.,"education,immigration",Half-True
2,"Obama ""voted for and even sponsored amendments that were intended to kill the (immigration overhaul) legislation.""",immigration,Half-True
2,Weve seen highway fatalities actually decrease in Colorado since marijuana use was legalized.,marijuana,Half-True
2,"I believe, Senator Clinton, you've raised more money from those people (the oil and gas industry) than any candidate, Democrat or Republican.",ethics,Half-True
2,Gov. Rick Scott is trying to get a waiver under the federal health care law that would deny consumers in Florida the right to the $60 million in rebates they have from their own HMOs.,health-care,Half-True
1,The current (agriculture) commissioner allowed tainted beef to be sent to school cafeterias.,"agriculture,children,education",False
1,Says the states budget shortfall is not that much different than it was in 2003.,"state-budget,taxes",False
2,"Sen. Joe Biden, the ranking member of the Foreign Relations Committee, recommended partitioning Iraq into three separate entities.",iraq,Half-True
1,The overwhelming number of school districts reported their staff stayed the same or grew after the 2011-13 state budget,"education,state-budget",False
2,My plan offers three times as much tax relief to the middle class as Senator McCain's.,taxes,Half-True
1,"Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law.",health-care,False
2,Says under U.S. Sen. Robert Menendezs watch the nations unemployment rate and debt doubled and the federal budget deficit quadrupled.,"candidates-biography,debt,deficit,economy,jobs",Half-True
1,Theres only one candidate under investigation -- Terry McAuliffe.,ethics,False
2,"The percent of students who enter high school and eventually earn a diploma or equivalent, or who remain in pursuit of a diploma or equivalent, is 90 percent.","children,education",Half-True
1,"We have been focusing so much, especially the Texas Department of Transportation, on that 97 percent of people in single-occupancy vehicles.",transportation,False
1,"When those restrictions expire (in the Iran nuclear deal), Iran will have an industrial-size military nuclear capability ready to go.","foreign-policy,nuclear",False
2,There are millions of women all across the country who rely on Planned Parenthood for not just contraceptive care; they rely on it for mammograms.,"abortion,health-care",Half-True
2,"Under Obama's tax plan, ""95 percent of you will get a tax cut.""",taxes,Half-True
2,It is simply a fact that insufficient funding for Amtrak has delayed the installation of a positive train control safety system. To deny a connection between the (derailment in Philadelphia) and underfunding Amtrak is to deny reality.,"federal-budget,transportation",Half-True
2,Says the acting chief of the IRS said he and the majority of IRS employees would rather stay with his current health plan than switch to Obamacare.,health-care,Half-True
1,President Barack Obamas budget threatens national security by proposing an Army of fewer personnel than we had before Pearl Harbor.,"federal-budget,military",False
1,"Says that under his tax plan, no matter where you are in the stratosphere, youre going to be getting a tax cut.",taxes,False
2,Says she voted for a statewide fracking ban.,"corrections-and-updates,environment",Half-True
1,"Says Texas has been waiting for two years for the federal government to act on a proposal to allow the state to ""create insurance opportunities for those that are uninsured today.""","health-care,states,transparency",False
1,Says he was endorsed by theValley News newspaper.,"elections,job-accomplishments",False
1,"We had a massive landslide victory, as you know, in the Electoral College.",elections,False
2,More people have been put on food stamps by Barack Obama than any president in American history.,"economy,families,hunger,welfare",Half-True
1,A new bill was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt.,health-care,False
2,"If Rhode Island raises the meal and beverage tax to 10 percent, it would be the fourth-highest in the nation.","city-budget,economy,state-budget,taxes",Half-True
2,Says the Austin chapter of the League of Women Voters has no Republicans among elected officers or on its debate committee.,bipartisanship,Half-True
2,"Says that according to a report, the tech sector now drives more than one-quarter of Austins economy.","economy,jobs",Half-True
1,"The form students fill out to get college financial aid is ""longer than the form to get U.S. citizenship.""",education,False
2,Says Hillary Clinton has been given tens of millions of dollars by countries that treat women horribly ...and countries that kill gays.,campaign-finance,Half-True
2,"In Texas, a faceless hospital panel can deny life-sustaining care, giving you only 10 days to find another facility for your mother, dad, or young child, even if the patient is conscious.","corrections-and-updates,health-care,legal-issues",Half-True
1,On repeal and replace of federal health care reform.,health-care,False
2,Under the Obama economy ... utility bills are higher.,economy,Half-True
1,Our real unemployment is anywhere from 18 to 20 percent. Dont believe the 5.6. Dont believe it.,"economy,jobs",False
1,House Republicans just passed a bill that makes it legal for single mothers to be fired by their employers.,"congress,women",False
2,This president has offered fewer executive actions than almost any other president preceding his presidency in recent history.,supreme-court,Half-True
2,People are five to seven times more likely to be murdered in workplaces that allow firearms than in those that prohibit it.,"guns,workers",Half-True
1,"Under Floridas voting law, a requirement to turn in voter registrations within 48 hours makes it impossible to meet the deadline if youre working right to the end of the week.","elections,pundits,10-news-tampa-bay",False
1,There are a multitude of vaccines that do not prevent deadly and crippling diseases.,public-health,False
1,China holds 26 percent of the U.S. debt.,"deficit,federal-budget,foreign-policy",False
1,A National Football League lockout would cost Atlanta $160 million in lost jobs and revenue.,workers,False
1,President Obama has spent over $2 million in legal fees defending lawsuits about his birth certificate.,obama-birth-certificate,False
2,"Repealing the sales tax on boats in Rhode Island has spawned 2,000 companies, 7,000 jobs and close to $2 billion a year in sales activity.","economy,states,taxes",Half-True
2,Says Newt Gingrich supports amnesty for illegal immigrants.,"immigration,message-machine-2012",Half-True
1,There's no rationing in any of these bills.,"health-care,abc-news-week",False
1,A bill backed by Sean Duffy and other House Republicans could actually require the Internal Revenue Service to conduct audits of rape victims who get an abortion.,"abortion,crime,taxes,women",False
1,Obamacare puts the federal government between you and your doctor.,health-care,False
2,Saturdays shootings reflect a disturbing trend. Mass shootings have become commonplace since the Virginia Tech massacre in 2007. There have been dozens of incidents where three or more people have been fatally wounded. Hundreds have died.,"crime,criminal-justice,guns,pundits,abc-news-week",Half-True
2,Says tax revenues are the lowest they have been since World War II.,taxes,Half-True
1,Says Barack Obamas health care law will be the biggest job-killer ever.,"economy,health-care,jobs",False
1,Secretary Geithner has left the option on the table of abandoning the dollar for a multinational currency.,economy,False
2,"Says Scott Walker cut funding to local governments in Wisconsin, contributing to the second-largest increase in violent crime in the Midwest.","city-budget,city-government,county-budget,county-government,crime,state-budget",Half-True
1,Says U.S. Rep. Martin Heinrich spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas.,"jobs,message-machine-2012,stimulus",False
1,FCAT tests account for less than 1 percent of the instructional time provided during the year.,"children,corrections-and-updates,education",False
2,The health care bill has six years of costs against 10 years of tax revenue.,"health-care,taxes",Half-True
2,Says Sen. John McCain has taken more money from Wall Street than any other sitting senator.,campaign-finance,Half-True
2,"Just two weeks ago, Congressman Hurd quit his post on the House Committee on Small Business saying that he was unable to find the time to serve.","job-accomplishments,small-business,voting-record",Half-True
1,"Says that since lawmakers acted, we have 130 new businesses across Texas doing helicopter hog hunts.","animals,recreation,sports",False
2,"Cass Sunstein, President Obama's nominee for regulatory czar, ""wants to give legal standing to animals so they can sue you for eating meat.""",legal-issues,Half-True
1,"Gas prices have doubled because Obama opposed exploring for energy in Alaska. He gave millions of tax dollars to Solyndra, which then went bankrupt. And he blocked the Keystone pipeline. So we will all pay more at the pump.","climate-change,energy,gas-prices,message-machine-2012",False
1,"Says Lee Leffingwell has been mayor of Austin, Texas for about as long as Sarah Palin was governor of Alaska.","candidates-biography,pundits",False
1,"Because of President Barack Obamas failure to push job creation, the black unemployment rate in Ferguson, Mo., is three times higher than the white unemployment rate.","criminal-justice,jobs",False
2,"70 percent of the people who voted on June 5, 2012, just didnt feel comfortable with the recall of the governor, weakening any idea that Wisconsin is fully behind this Walker agenda.","elections,polls,voting-record",Half-True
2,"134,000 (criminal) aliens have been released by the (Obama) administration in just the past two years.","crime,immigration",Half-True
1,Says the National Labor Relations Board told Boeing that it couldnt build a factory in South Carolina because South Carolina is a right-to-work state.,"labor,message-machine-2012",False
1,"The Trump Winery near Charlottesville, Va. is the largest winery on the East Coast.","economy,trade",False
2,I have the No. 1 show on NBC.,"candidates-biography,pop-culture",Half-True
2,Thirty-five states have accepted high-speed intercity rail money.,"stimulus,transportation",Half-True
2,Says Hillary Clinton completely ignored dozens and dozens of requests for more security for the Benghazi consulate.,"candidates-biography,terrorism",Half-True
2,There is no evidence to support the claim that Guantanamo is used as a recruiting tool for terrorists.,terrorism,Half-True
1,On supporting the budget proposed by Rep. Paul Ryan,"federal-budget,medicare",False
2,My support from young voters -- those 18 to 24 -- in November 2014 was largely unheard of for a Republican.,elections,Half-True
2,"Even a 100 percent tax on millionaires would only fund four months of government operations, failing to seriously address budget deficits and debt.","deficit,federal-budget,taxes",Half-True
1,Claims Supreme Court Justice Ruth Bader Ginsburg said she prefers the South African Constitution over the United States Constitution.,"legal-issues,supreme-court",False
2,I will keep taxes low and cut them where I can. My opponent will raise them.,taxes,Half-True
1,Says we could have saved ourselves the cost of building the Powell Butte water reservoir.,"city-government,government-regulation,message-machine-2012,market-regulation,water",False
2,Says he would have almost twice the actual experience practicing law Greg Abbott did on becoming attorney general of Texas.,candidates-biography,Half-True
2,Gubernatorial candidate Maggie Hassan supported 33 tax and fee increases as Senate Majority Leader.,taxes,Half-True
1,Says challenger Dominic Chavez is a Rick Perry Republican lobbyist.,candidates-biography,False
2,"Says Scott Walker cut taxes for the wealthiest and raised taxes on 140,000 Wisconsin families.","housing,income,message-machine-2014,poverty,taxes",Half-True
2,"If you work 40 hours a week at the proposed minimum wage of $10.10 an hour, you get out of poverty.","children,economy,families,jobs,poverty",Half-True
2,"In one Colorado hospital, 50 percent of newborns tested had marijuana in their system.",marijuana,Half-True
2,"Republicans included the Akin amendment in the Republican Party platform, which bans abortion, even for rape victims.","abortion,message-machine-2012",Half-True
1,"Says that under City Council Member Randi Shade, Austin had the highest city debt per person in Texas.","city-budget,city-government",False
2,One out of four corporations doesnt pay a nickel in (federal income) taxes.,taxes,Half-True
2,I had five of my citizens that were killed last week because of border security problems.,immigration,Half-True
2,Oregon and the federal government now have more than one million acres of burnt land and millions of trees are being left to rot.,environment,Half-True
1,The cheerleaders for the Dallas Cowboys have entertained more troops in the world than Bob Hope.,"corrections-and-updates,military",False
